path,family,sha256,provenance_status,historical_archive_status,public_port_status,reuse_original_in_public_build,reason
gfx/extra3.gif,graphics,0cf844af69664f9d14173e7a9fe89ba1e518d076d0aa67d025890119330ae9ce,UNRESOLVED,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"No per-file author/source/license metadata found; some GIFs have a GIMP creation comment, which identifies tooling but not copyright provenance."
gfx/font.gif,graphics,64eb46167e6ca672b83d7dd9aaae1380e6284580a2638ea4d9741cacfe158b28,UNRESOLVED,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"No per-file author/source/license metadata found; some GIFs have a GIMP creation comment, which identifies tooling but not copyright provenance."
gfx/heavy.gif,graphics,55c560329729aff114ee9187a29f7c3a42d3209f7f899a743e8c7e2d47ad64ff,UNRESOLVED,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"No per-file author/source/license metadata found; some GIFs have a GIMP creation comment, which identifies tooling but not copyright provenance."
gfx/heavyback.gif,graphics,ba6db0e8803dabef4ad285efb47d837e22932009c57dba69b39383b377722faa,UNRESOLVED,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"No per-file author/source/license metadata found; some GIFs have a GIMP creation comment, which identifies tooling but not copyright provenance."
gfx/heavybackk.gif,graphics,02e17aa9309228ea92237750121c19e39cd67667293603c15a36de4959160189,UNRESOLVED,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"No per-file author/source/license metadata found; some GIFs have a GIMP creation comment, which identifies tooling but not copyright provenance."
gfx/highmoon.png,graphics,1038df9dd0240624d3b40e103bef255d0d157de6bd8c86b07a02c3b93eb73e57,UNRESOLVED,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"No per-file author/source/license metadata found; some GIFs have a GIMP creation comment, which identifies tooling but not copyright provenance."
gfx/hole.gif,graphics,7feab4cb8425a984361944cf456515c4476d9385af6cad57e884e2c26d1733c8,UNRESOLVED,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"No per-file author/source/license metadata found; some GIFs have a GIMP creation comment, which identifies tooling but not copyright provenance."
gfx/jupiter.gif,graphics,96ec454f42d41bc14c2c06bc55d873e27b9b3cd9a40e52141f47814761e4e7cb,UNRESOLVED_THIRD_PARTY_RISK_HIGH,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"Photographic/texture-like planetary image; no source, author, or per-file license identified in upstream archive or project docs."
gfx/mars.gif,graphics,277c4170ae4f6a50c93ecf7d9297b24e4daef6e5083b27d28c5a01f681ed2307,UNRESOLVED_THIRD_PARTY_RISK_HIGH,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"Photographic/texture-like planetary image; no source, author, or per-file license identified in upstream archive or project docs."
gfx/moon.gif,graphics,79e842e333f7537d506884b0c13dfd271c18d010b09ad49331aa8cd0783b587c,UNRESOLVED_THIRD_PARTY_RISK_HIGH,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"Photographic/texture-like planetary image; no source, author, or per-file license identified in upstream archive or project docs."
gfx/moon_mask.gif,graphics,ef3dc1b9e9a7585ade319ff4996a4a1bf9186005b86f549012a6351006a3f942,UNRESOLVED,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"No per-file author/source/license metadata found; some GIFs have a GIMP creation comment, which identifies tooling but not copyright provenance."
gfx/saturn.gif,graphics,0d2b35efebe914e04b0b26c30096fa059b49f57cd3a898da58353e23a31c1f60,UNRESOLVED_THIRD_PARTY_RISK_HIGH,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"Photographic/texture-like planetary image; no source, author, or per-file license identified in upstream archive or project docs."
gfx/shoot.gif,graphics,99e3af0cf5e41900be1b45a47ba69c4c80c16a7efa098adc41b3cdadff810aee,UNRESOLVED,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"No per-file author/source/license metadata found; some GIFs have a GIMP creation comment, which identifies tooling but not copyright provenance."
gfx/shootback.gif,graphics,24f06c3a584c46bd732f7b5139ab9931fa56c5da6c71f48e2d174958d9c72e20,UNRESOLVED,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"No per-file author/source/license metadata found; some GIFs have a GIMP creation comment, which identifies tooling but not copyright provenance."
gfx/shootbackk.gif,graphics,743e46f30c8611e4291724822561c3cf3220b217e736150aa375aaf54b8d45d9,UNRESOLVED,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"No per-file author/source/license metadata found; some GIFs have a GIMP creation comment, which identifies tooling but not copyright provenance."
gfx/stone.gif,graphics,cc3dfe63d82045caf62dfdb9f886a81f93cee9fa2d71657fdfe9001791aef2f8,UNRESOLVED,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"No per-file author/source/license metadata found; some GIFs have a GIMP creation comment, which identifies tooling but not copyright provenance."
gfx/stone_mask.gif,graphics,87246cfbe8f113e0f46603badfadb6cead08dd6cf2aa7ab5317ddfd2231a4fb1,UNRESOLVED,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"No per-file author/source/license metadata found; some GIFs have a GIMP creation comment, which identifies tooling but not copyright provenance."
gfx/ufoblue.gif,graphics,ec43ec8a91a0810a5202d56c21212b63daddf08e1d6148244f7d8a813562f493,UNRESOLVED,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"No per-file author/source/license metadata found; some GIFs have a GIMP creation comment, which identifies tooling but not copyright provenance."
gfx/ufored.gif,graphics,1e6e3d1cdd99a16a635237ce2f3358387b772bc8a19130d829d82c4d88ede04e,UNRESOLVED,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"No per-file author/source/license metadata found; some GIFs have a GIMP creation comment, which identifies tooling but not copyright provenance."
gfx/venus.gif,graphics,b740474417b19144fda5085c50b8dfa4b0e65d4e6959aea7503309a412495bc9,UNRESOLVED_THIRD_PARTY_RISK_HIGH,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"Photographic/texture-like planetary image; no source, author, or per-file license identified in upstream archive or project docs."
icon.png,graphics,b1d8877083126ba369a063e74cb39ef49f2ba27be0ddb5256d0a6592e7e34c13,UNRESOLVED,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"No per-file author/source/license metadata found; some GIFs have a GIMP creation comment, which identifies tooling but not copyright provenance."
snd/applause.wav,audio,67e7a54588525edfa3b0fcf285b5eb2c4e635acc1f552a24e626409897b0d32b,EXTERNAL_LINEAGE_HIGH,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,OpenOffice.org gallery `applause.wav`. Same name; same historical family; HighMoon is 8-bit/11025 and sample-count structure matches a 16-bit WAV source. OpenOffice Git history contains this gallery sound in 2005.
snd/click.wav,audio,fd295372e36ae78c589bb3e26615f67bb02df179d62e612630f4e9d319c6101a,EXTERNAL_LINEAGE_VERY_HIGH,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,QNetWalk `connect.wav` (itself documented as from LBreakout2 in modern QNetWalk). HighMoon click.wav and QNetWalk connect.wav have identical uncompressed size 3056 and identical LHA CRC d93d in OS4Depot package listings; QNetWalk sources date connect.wav to 2002.
snd/curve.wav,audio,a39ff239d835f8abe9c5487a5c2fb0c0fef9239c86652618eedeeeb87fbffbf1,EXTERNAL_LINEAGE_VERY_HIGH,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,OpenOffice.org gallery `curve.wav`. Same name/format/sample count; prior local PCM comparison matched source family; HighMoon RIFF metadata embeds ICRD 1995-04-28; OpenOffice Git history contains it in 2005.
snd/explosion.wav,audio,8a088b471dfef09c7f1f1c021b30b1c7b8c5df7013ae6550111c65f7fc6b3195,EXTERNAL_LINEAGE_HIGH,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,"OpenOffice.org gallery `explos.wav`. Different shortened name in OpenOffice, but exact sample-count structure after 16→8-bit conversion; OpenOffice Git history contains `explos.wav` in 2005."
snd/kling.wav,audio,a5a7aad003f407fb515695ec929908935c6b14f117048b39d911c90ba99c3a6c,EXTERNAL_LINEAGE_VERY_HIGH,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,OpenOffice.org gallery `kling.wav`. Same name and exact sample-count relationship; prior local PCM comparison matched after quantization; OpenOffice Git history contains it in 2005.
snd/laser.wav,audio,6d5972cc6175cf9682ce3b55c9c1d4d89149443f536e0e3246b30aa2f21d6fda,EXTERNAL_LINEAGE_VERY_HIGH,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,OpenOffice.org gallery `laser.wav`. Same name/format/sample count; prior local PCM comparison matched source family; HighMoon RIFF metadata embeds ICRD 1995-04-28; OpenOffice Git history contains it in 2005.
snd/pluck.wav,audio,edb26ac2b837c4524244b2ad722990e8796c4aa263d21089824c7788cb6ffb5c,EXTERNAL_LINEAGE_VERY_HIGH,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,OpenOffice.org gallery `pluck.wav`. Same name and exact sample-count relationship; prior local PCM comparison matched after quantization; OpenOffice Git history contains it in 2005.
snd/strom.wav,audio,b2da7860fb88961d97f8f3a18fdd6c5f7c0c921bd838cc7ac2f329674cd3fff2,EXTERNAL_LINEAGE_VERY_HIGH,PRESERVE_UNCHANGED_IN_REFERENCE,REPLACE_CLEAN_ROOM,NO,OpenOffice.org gallery `strom.wav`. Same unusual name and exact sample-count relationship; prior local PCM comparison matched after quantization; OpenOffice Git history contains it in 2005.
